"grp"	"day"
"19"	"ho,165,oo,5,ww,310,wo,20,ww,10,wo,30,ww,285,wo,15,ww,110,wo,25,ww,135,wo,30,ww,120,wo,15,ww,135,oo,30"
"19"	"ho,420,oo,255,ww,5,oo,55,ho,67,oo,88,ho,550"
"19"	"ho,150,oo,25,ww,125,wo,15,ww,105,wo,30,ww,300,ho,15,oo,95,ho,580"
"19"	"ho,165,oo,5,ww,265,ho,75,oo,5,ho,105,oo,62,ww,68,oo,15,ho,675"
"19"	"ho,80,oo,5,ww,125,wo,10,ww,80,wo,15,ww,165,wo,30,ww,90,wo,30,ww,60,oo,32,ho,28,oo,61,ho,629"
"19"	"ho,75,oo,15,ww,690,oo,122,ho,538"
"19"	"oo,7,ho,86,oo,52,ww,165,wo,5,ww,45,wo,15,ww,45,wo,2,ww,178,wo,15,ww,15,oo,60,ho,750"
"19"	"ho,90,oo,40,wo,45,ww,275,oo,10,ho,245,oo,15,ho,720"
"19"	"ww,450,wo,40,ho,227,oo,41,ho,682"
"19"	"ho,65,oo,45,ww,55,oo,10,ww,125,wo,15,ww,135,oo,205,ho,215,oo,140,ho,430"
"19"	"ww,480,wo,15,ww,120,wo,15,ww,120,oo,110,ho,580"
"19"	"ho,30,oo,10,ww,380,wo,20,ww,40,wo,90,ww,50,wo,25,ww,295,wo,20,ww,180,oo,30,ho,270"
"19"	"ho,150,oo,80,ww,430,wo,10,ww,140,wo,10,ww,370,oo,22,ho,228"
"19"	"ho,570,oo,60,ww,60,wo,10,ww,35,oo,75,ho,630"
"19"	"ho,60,oo,41,ww,194,wo,11,ww,114,wo,30,ww,480,wo,15,ww,75,wo,40,ww,20,oo,72,ho,288"
"19"	"ho,360,oo,135,ww,15,wo,15,ww,90,wo,15,ww,105,oo,45,ho,60,oo,186,ho,414"
"19"	"ho,94,oo,11,ww,220,wo,5,ww,60,wo,90,ww,60,oo,50,ho,15,oo,55,ho,780"
"19"	"ho,1070,oo,305,ww,5,oo,15,ho,45"
"19"	"ho,230,oo,70,ho,265,oo,5,ho,870"
"19"	"ho,280,oo,5,ww,82,wo,13,ww,185,wo,5,ww,120,oo,45,ho,705"
"19"	"ho,105,oo,1,wo,9,ww,185,wo,30,ww,300,oo,92,ho,223,oo,105,ho,390"
"19"	"ho,135,oo,40,ww,305,oo,36,ww,384,wo,30,ww,270,wo,33,ww,57,oo,75,ho,75"
"19"	"ho,115,oo,4,ww,11,oo,20,ww,120,wo,5,ww,15,wo,10,ww,180,wo,30,ww,210,wo,15,ww,465,oo,50,ho,190"
"19"	"ho,420,oo,85,ho,277,oo,8,ho,650"
"19"	"ho,395,oo,92,ho,143,oo,15,ho,170,oo,25,ho,600"
"19"	"ho,80,oo,25,ww,225,wo,15,ww,375,oo,70,ho,650"
"19"	"ho,570,oo,7,ww,83,wo,15,ww,465,oo,150,ho,150"
"19"	"ho,175,oo,80,ww,285,wo,70,ww,200,oo,210,ho,420"
"19"	"ho,15,oo,70,ww,95,oo,4,ww,446,oo,65,ho,60,oo,205,ho,480"
"19"	"ho,120,oo,48,ww,312,wo,30,ww,90,oo,126,ho,109,oo,80,ho,525"
"19"	"ho,45,oo,15,ho,180,oo,20,ho,460,oo,80,ho,640"
"19"	"ho,160,oo,20,ww,300,wo,30,ww,240,oo,40,ww,130,wo,10,ww,120,wo,30,ww,60,oo,165,ho,135"
"19"	"ho,274,oo,221,ho,85,hw,50,oo,90,ho,720"
"19"	"ho,175,oo,30,ww,155,wo,15,ww,465,oo,43,ho,187,oo,20,ho,350"
"19"	"ho,125,oo,39,wo,16,ww,120,wo,15,ww,135,wo,60,ww,510,oo,85,ho,195,oo,65,ho,75"
"19"	"ho,210,oo,15,ww,105,wo,25,ww,95,oo,92,ww,58,wo,15,ww,75,oo,30,ww,130,oo,10,ho,580"
"19"	"ho,15,oo,30,ww,345,wo,30,ww,45,wo,15,ww,60,wo,19,ww,191,oo,68,ww,82,oo,70,ho,470"
"19"	"ho,305,hw,205,ho,180,oo,70,ho,125,ww,35,wo,10,ww,105,wo,5,ww,205,oo,60,ho,135"
"19"	"ho,310,oo,460,ho,670"
"19"	"ho,90,oo,50,ww,340,wo,30,ww,60,oo,74,ho,796"
"19"	"ho,120,oo,5,ww,565,oo,20,ho,75,oo,185,ho,470"
"19"	"ho,145,oo,35,ww,270,oo,215,ww,55,oo,10,ho,30,oo,30,ho,650"
"19"	"ho,75,oo,75,ww,270,wo,60,ww,120,wo,15,ww,135,oo,15,ho,675"
"19"	"ho,285,oo,35,ww,820,oo,30,ho,270"
"19"	"ho,150,oo,55,ho,125,ow,480,oo,5,ho,85,oo,45,ho,495"
"19"	"ho,140,oo,40,ww,270,wo,30,ww,180,oo,30,ho,60,oo,30,ho,660"
"19"	"ho,110,oo,20,wo,20,ww,150,wo,15,ww,105,wo,5,ww,55,wo,15,ww,5,wo,10,ww,150,wo,15,ww,15,oo,75,ho,675"
"19"	"ho,140,oo,10,ho,125,oo,267,ww,58,wo,10,ww,191,oo,34,ho,605"
"19"	"ho,30,oo,67,ww,353,wo,30,ww,375,oo,5,ho,580"
"19"	"ho,60,oo,25,wo,30,ww,5,oo,120,wo,12,ww,178,wo,20,ww,30,wo,10,ww,20,wo,30,ww,90,oo,35,ww,385,wo,15,ww,255,oo,60,ho,60"
"19"	"ho,90,oo,25,ww,215,wo,15,ww,135,wo,30,ww,110,wo,20,ww,50,oo,35,ho,715"
"19"	"oo,26,ww,439,wo,5,ww,70,wo,30,ww,90,oo,35,ho,490,ww,75,wo,30,ww,90,oo,15,ho,45"
"19"	"ho,75,oo,5,wo,2,ho,129,oo,54,ww,65,wo,15,ww,105,wo,30,ww,330,oo,5,ho,625"
"19"	"ho,52,oo,8,ww,180,wo,12,ww,168,wo,15,ww,45,oo,15,wo,15,ww,90,wo,10,ww,5,wo,30,ww,120,wo,13,oo,105,ho,557"
"19"	"ho,25,oo,2,ww,3,wo,23,ww,577,wo,15,ww,315,oo,240,ho,240"
"19"	"ho,91,oo,29,ww,10,ho,480,oo,172,ho,658"
"19"	"ho,230,ww,160,wo,60,ww,30,ho,120,oo,12,ho,828"
"19"	"ww,320,wo,10,ww,135,wo,15,ww,520,oo,65,ho,375"
"19"	"ho,350,hw,160,ho,230,oo,100,ho,20,oo,190,ww,60,wo,35,ho,295"
"19"	"ho,750,oo,250,ho,440"
"19"	"ho,380,oo,198,ww,452,wo,5,ww,45,wo,15,ww,75,oo,90,ho,180"
"19"	"ho,180,oo,10,hw,260,oo,33,ho,57,oo,40,ww,80,oo,75,ho,45,oo,203,ho,457"
"19"	"ho,90,oo,20,wo,40,ww,15,oo,15,ww,120,wo,15,ww,705,wo,30,ww,153,wo,12,ww,225"
"19"	"ho,150,oo,112,ww,53,wo,30,ww,345,oo,36,ho,129,hw,65,ho,520"
"19"	"ho,1440"
"19"	"ho,120,oo,42,wo,18,ww,200,oo,70,ow,30,oo,155,ho,75,oo,150,ho,580"
"19"	"ho,290,hw,118,ho,222,oo,241,ho,19,oo,30,hw,50,ho,470"
"19"	"ho,240,oo,25,ww,305,oo,5,ho,865"
"19"	"ho,315,oo,45,ww,105,wo,60,ww,135,oo,10,ho,165,oo,15,ho,590"
"19"	"ho,150,oo,55,wo,20,ww,105,wo,15,ww,120,wo,60,ww,105,wo,5,ww,655,wo,60,ww,30,wo,15,ww,45"
"19"	"ho,160,oo,5,ho,155,oo,60,ho,10,oo,165,wo,45,ww,90,oo,20,ho,299,wo,11,oo,57,ho,363"
"20"	"ho,1,ow,224,ho,60,oo,45,ho,1110"
"20"	"ho,180,oo,27,ww,93,wo,10,ww,350,oo,50,ww,50,oo,45,ho,635"
"20"	"ho,60,oo,5,wo,55,ww,150,wo,15,ww,165,wo,60,ww,240,oo,10,ho,650,oo,15,ww,15"
"20"	"ho,150,oo,30,wo,10,ww,200,wo,15,ww,405,oo,92,ho,538"
"20"	"ho,185,oo,30,ww,85,wo,10,ww,170,wo,30,ww,90,wo,15,ww,75,oo,105,ho,645"
"20"	"ww,420,wo,30,ww,60,wo,30,ww,180,wo,30,oo,90,ho,600"
"20"	"ho,190,oo,200,ww,155,wo,40,ho,152,oo,118,ho,585"
"20"	"ho,247,oo,152,ww,111,ho,930"
"20"	"ho,240,ww,90,oo,120,ww,30,wo,24,ww,276,wo,15,oo,290,ho,355"
"20"	"ho,90,oo,15,wo,15,ww,810,wo,30,ww,480"
"20"	"ho,360,oo,31,ww,209,oo,80,ho,140,oo,127,ho,493"
"20"	"ho,150,oo,92,ho,409,oo,59,ho,252,oo,28,ho,450"
"20"	"ww,270,oo,90,ww,60,wo,30,ww,60,wo,15,ww,225,oo,55,ho,40,oo,10,ho,585"
"20"	"ho,68,oo,22,wo,30,ww,564,wo,13,ww,293,oo,140,ho,310"
"20"	"ho,510,oo,30,wo,60,ww,210,wo,5,oo,40,ho,585"
"20"	"ho,235,oo,5,ww,60,wo,15,ww,165,wo,30,ww,12,wo,18,ww,60,wo,30,ww,180,oo,40,ho,590"
"20"	"ho,1440"
"20"	"ho,735,oo,105,ho,30,oo,33,ho,537"
"20"	"ho,120,oo,22,ww,98,wo,15,ww,665,oo,199,ho,321"
"20"	"ho,220,oo,75,ww,155,wo,30,ww,60,oo,62,ho,133,oo,40,ho,665"
"20"	"ho,105,oo,20,ww,265,wo,30,ww,60,wo,15,ww,285,oo,10,ho,650"
"20"	"ho,195,oo,142,ww,503,oo,23,ho,577"
"20"	"ho,68,oo,52,ww,840,oo,65,ho,415"
"20"	"ho,115,oo,35,ww,90,oo,30,ww,45,wo,15,ww,120,wo,15,ww,15,oo,91,ho,869"
"20"	"ho,31,oo,24,ow,247,oo,58,ww,270,oo,107,ho,703"
"20"	"ho,120,oo,50,ho,40,oo,60,ho,390,oo,250,ho,530"
"20"	"ho,445,oo,35,ww,30,ho,150,oo,17,ho,33,oo,40,ow,30,ho,660"
"20"	"ho,150,hw,62,oo,38,ww,79,wo,10,ww,81,wo,30,ww,30,wo,30,ww,240,oo,15,ho,675"
"20"	"ho,210,oo,16,ho,64,oo,161,ho,389,oo,154,ho,446"
"20"	"ho,265,oo,32,ho,71,oo,32,ho,1040"
"20"	"ho,135,oo,75,ww,240,wo,50,ww,40,oo,220,ho,680"
"20"	"ho,560,oo,40,ho,120,oo,16,ho,704"
"20"	"ho,625,oo,85,ho,205,oo,100,ww,265,wo,10,ww,30,wo,30,ww,90"
"20"	"ho,395,oo,220,wo,15,ww,120,oo,45,ho,135,oo,45,ho,465"
"20"	"ho,780,oo,25,ho,135,oo,45,ho,425,oo,15,ho,15"
"20"	"ho,240,oo,20,ww,85,wo,15,ww,60,wo,25,ww,5,wo,30,ww,30,oo,155,ww,55,wo,10,oo,20,ho,90,hw,120,ho,450,oo,5,ho,25"
"20"	"ho,285,oo,135,ho,90,oo,24,ww,96,oo,236,ho,574"
"20"	"ho,740,oo,175,ho,525"
"20"	"ho,180,oo,15,ww,45,wo,30,ww,300,wo,16,ww,14,wo,60,ww,120,oo,55,ho,605"
"20"	"ho,115,oo,23,ww,162,wo,15,ww,549,wo,16,ww,21,oo,29,ho,465,oo,15,ho,30"
"20"	"ho,120,oo,4,ww,296,oo,120,ww,210,oo,123,ho,567"
"20"	"ho,60,oo,45,hw,45,ho,305,oo,75,ho,910"
"20"	"ho,80,oo,10,ww,165,oo,70,ho,42,wo,8,ww,285,ho,780"
"20"	"ww,750,oo,60,ho,630"
"20"	"ho,261,oo,9,ww,90,wo,30,ww,60,wo,30,ww,270,wo,15,ww,15,wo,30,ww,150,ho,480"
"20"	"ho,420,oo,31,ho,208,oo,21,ho,70,oo,120,ow,60,oo,5,ho,505"
"20"	"ho,160,oo,10,ww,490,oo,20,ho,55,oo,45,ho,660"
"20"	"ho,435,ow,45,oo,90,ww,180,oo,30,ho,180,oo,50,ho,430"
"20"	"ho,195,ow,105,oo,30,ho,420,oo,30,ho,660"
"20"	"ho,180,oo,20,ww,580,oo,65,ho,595"
"20"	"ho,180,oo,17,ww,13,wo,40,ww,50,oo,245,ho,895"
"20"	"ho,180,oo,25,ww,270,ho,35,oo,85,ho,845"
"20"	"ho,230,oo,25,wo,30,ww,375,wo,15,ww,525,oo,110,ww,40,oo,73,ww,17"
"20"	"ho,420,oo,63,ho,22,oo,35,ww,210,oo,10,ho,680"
"20"	"ho,600,ww,420,oo,5,ho,415"
"20"	"ho,210,oo,15,wo,5,ww,370,wo,30,ww,120,oo,130,ho,445,oo,70,ww,45"
"20"	"ho,70,oo,47,ww,303,wo,10,ww,210,oo,50,ho,750"
"20"	"oo,47,ww,373,wo,10,ww,140,wo,30,ww,150,oo,40,ho,170,oo,105,ho,375"
"20"	"ho,1,ow,209,oo,21,ww,189,wo,45,ww,105,wo,60,ww,270,oo,80,ho,460"
"20"	"ho,200,oo,10,ww,540,oo,60,ho,630"
"20"	"ho,250,ww,350,wo,15,ww,165,oo,30,ho,630"
"20"	"ho,60,oo,30,ww,120,wo,15,ww,255,wo,72,ww,78,oo,125,ho,685"
"20"	"oo,30,ho,450,oo,50,ho,65,oo,23,ho,822"
"20"	"ho,245,oo,75,ho,1065,oo,30,ho,25"
"20"	"ho,710,oo,25,ho,705"
"20"	"ho,89,oo,3,ww,43,wo,15,ww,630,oo,57,ho,363,oo,30,ww,8,oo,87,ho,55,oo,60"
"20"	"ho,245,oo,235,ho,5,wo,25,ww,420,oo,90,ho,420"
"20"	"ho,30,oo,85,ow,305,wo,20,ww,205,oo,20,ww,85,oo,144,ho,100,oo,161,ho,285"
"20"	"ho,60,oo,15,ww,45,wo,20,ww,160,wo,39,ww,141,oo,25,ho,935"
"20"	"ho,80,oo,40,ow,200,ho,475,oo,15,ho,70,oo,215,ho,345"
"20"	"ho,180,oo,33,ho,338,oo,20,ho,89,oo,10,ho,770"
"20"	"ho,515,oo,85,ho,35,oo,370,ho,435"
"20"	"ho,75,oo,5,ww,400,wo,45,ww,195,wo,15,ww,105,oo,30,ho,570"
"20"	"ho,135,oo,16,wo,2,ow,92,wo,10,ww,105,wo,30,ww,120,oo,45,ww,375,oo,90,ho,420"
"20"	"ho,100,oo,15,ww,425,ho,320,oo,10,ho,570"
